央视频道,#genre#
CCTV3,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000011218&livemode=1&stbId=yu&mode=1
CCTV3,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000013682&livemode=1&stbId=yu&mode=1
CCTV3,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265003&livemode=1&stbId=yu&mode=1
CCTV3,http://218.93.208.172:35455/migu/624878271.m3u8?migutoken=fc4d3188808753792a59fb9fb632ad0e1d099d6828db8758f8c977a28dc480e969bef66e8cd942d53ce07a039791c90b959a0f75df560f5966e3f5ed7c8cf5bbb0fac0f4394f21d52636ca79cb
CCTV4,http://39.134.67.108/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://39.134.65.175/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV4,http://39.170.52.236:808/hls/4/index.m3u8
CCTV4,http://58.254.14.232:808/hls/4/index.m3u8
CCTV4,http://36.32.174.67:60080/newlive/live/hls/4/live.m3u8
CCTV4,http://dassby.qqff.top:99/live/cctv4欧洲/index.m3u8
CCTV4,http://dassby.qqff.top:99/live/CCTV4高清/index.m3u8
CCTV4,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000005000030093&livemode=1&stbId=yu&mode=1
CCTV4,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000031102&livemode=1&stbId=yu&mode=1
CCTV4,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000002000031664&livemode=1&stbId=yu&mode=1
CCTV4,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265004&livemode=1&stbId=yu&mode=1
CCTV4,http://218.93.208.172:35455/migu/631780421.m3u8?migutoken=c7f507bbd9cce24c2acdc93defad48a900f168c4ca906d6038ab0f6139f63ebe0ddaadfce8581b4e0014595c5d9de27f08f2398874e7990b2f98bca8c5e37775005a38dfdd40f4ea9bbfa10d23
CCTV5,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8
CCTV5,http://39.134.65.175/PLTV/88888888/224/3221225818/1.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://39.170.52.236:808/hls/5/index.m3u8
CCTV5,http://58.254.14.232:808/hls/5/index.m3u8
CCTV5,http://dassby.qqff.top:99/live/CCTV5高清/index.m3u8
CCTV5,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000010000016619&livemode=1&stbId=yu&mode=1
CCTV5,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000265005&livemode=1&stbId=yu&mode=1
CCTV5,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6000000001000016431&livemode=1&stbId=yu&mode=1
CCTV5,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000004794&livemode=1&stbId=yu&mode=1
CCTV5,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000003000030177&livemode=1&stbId=yu&mode=1
CCTV5,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000025222&livemode=1&stbId=yu&mode=1
CCTV5,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265005&livemode=1&stbId=yu&mode=1
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://39.134.65.175/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+,http://39.170.52.236:808/hls/18/index.m3u8
CCTV5+,http://58.254.14.232:808/hls/6/index.m3u8
CCTV5+,http://dassby.qqff.top:99/live/CCTV5p/index.m3u8
CCTV5+,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000031127&livemode=1&stbId=yu&mode=1
CCTV5+,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6000000001000015875&livemode=1&stbId=yu&mode=1
CCTV5+,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000018504&livemode=1&stbId=yu&mode=1
CCTV5+,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000020505&livemode=1&stbId=yu&mode=1
CCTV5+,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265016&livemode=1&stbId=yu&mode=1
CCTV5+,http://221.226.4.10:9901/tsfile/live/0005_1.m3u8
CCTV6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8
CCTV6,http://39.134.65.175/PLTV/88888888/224/3221225814/1.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,http://39.170.52.236:808/hls/1/index.m3u86
CCTV6,http://36.32.174.67:60080/newlive/live/hls/6/live.m3u8
CCTV6,http://dassby.qqff.top:99/live/CCTV6高清/index.m3u8
CCTV6,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000004000008886&livemode=1&stbId=yu&mode=1
CCTV6,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000010000018433&livemode=1&stbId=yu&mode=1
CCTV6,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000265006&livemode=1&stbId=yu&mode=1
CCTV6,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6000000001000004574&livemode=1&stbId=yu&mode=1
CCTV6,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000001737&livemode=1&stbId=yu&mode=1
CCTV6,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000016466&livemode=1&stbId=yu&mode=1
CCTV6,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265006&livemode=1&stbId=yu&mode=1
CCTV7,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://39.134.65.175/PLTV/88888888/224/3221225671/1.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://39.170.52.236:808/hls/7/index.m3u8
CCTV7,http://58.254.14.232:808/hls/8/index.m3u8
CCTV7,http://114.104.171.233:20080/hls/8/index.m3u8
CCTV7,http://36.32.174.67:60080/newlive/live/hls/8/live.m3u8
CCTV7,http://dassby.qqff.top:99/live/CCTV7高清/index.m3u8
CCTV7,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000005000026715&livemode=1&stbId=yu&mode=1
CCTV7,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000031104&livemode=1&stbId=yu&mode=1
CCTV7,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6000000001000009055&livemode=1&stbId=yu&mode=1
CCTV7,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000017218&livemode=1&stbId=yu&mode=1
CCTV7,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000024341&livemode=1&stbId=yu&mode=1
CCTV7,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265007&livemode=1&stbId=yu&mode=1
CCTV8,http://39.134.67.108/PLTV/88888888/224/3221225795/1.m3u8
CCTV8,http://39.134.65.175/PLTV/88888888/224/3221225795/1.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://39.170.52.236:808/hls/8/index.m3u8
CCTV8,http://36.32.174.67:60080/newlive/live/hls/11/live.m3u8
CCTV8,http://dassby.qqff.top:99/live/CCTV8高清/index.m3u8
CCTV8,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000004000008888&livemode=1&stbId=yu&mode=1
CCTV8,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000010000018377&livemode=1&stbId=yu&mode=1
CCTV8,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6000000001000001070&livemode=1&stbId=yu&mode=1
CCTV8,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000003736&livemode=1&stbId=yu&mode=1
CCTV8,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000031433&livemode=1&stbId=yu&mode=1
CCTV8,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265008&livemode=1&stbId=yu&mode=1
CCTV9,http://39.134.67.108/PLTV/88888888/224/3221225676/1.m3u8
CCTV9,http://39.134.65.175/PLTV/88888888/224/3221225676/1.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV9,http://39.170.52.236:808/hls/9/index.m3u8
CCTV9,http://114.104.171.233:20080/hls/10/index.m3u8
CCTV9,http://36.32.174.67:60080/newlive/live/hls/12/live.m3u8
CCTV9,http://dassby.qqff.top:99/live/CCTV9高清/index.m3u8
CCTV9,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000010000018384&livemode=1&stbId=yu&mode=1
CCTV9,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288020&livemode=1&stbId=yu&mode=1
CCTV9,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6000000001000032162&livemode=1&stbId=yu&mode=1
CCTV9,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000014583&livemode=1&stbId=yu&mode=1
CCTV9,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000028286&livemode=1&stbId=yu&mode=1
CCTV9,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265009&livemode=1&stbId=yu&mode=1
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221225677/1.m3u8
CCTV10,http://39.134.65.175/PLTV/88888888/224/3221225677/1.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV10,http://39.170.52.236:808/hls/10/index.m3u8
CCTV10,http://114.104.171.233:20080/hls/11/index.m3u8
CCTV10,http://36.32.174.67:60080/newlive/live/hls/13/live.m3u8
CCTV10,http://dassby.qqff.top:99/live/CCTV10高清/index.m3u8
CCTV10,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000004000012827&livemode=1&stbId=yu&mode=1
CCTV10,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000010000016738&livemode=1&stbId=yu&mode=1
CCTV10,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6000000001000031506&livemode=1&stbId=yu&mode=1
CCTV10,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000023734&livemode=1&stbId=yu&mode=1
CCTV10,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000026367&livemode=1&stbId=yu&mode=1
CCTV10,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265010&livemode=1&stbId=yu&mode=1
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221225517/1.m3u8
CCTV11,http://39.134.65.175/PLTV/88888888/224/3221225517/1.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV11,http://39.170.52.236:808/hls/11/index.m3u8
CCTV11,http://114.104.171.233:20080/hls/49/index.m3u8
CCTV11,http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8
CCTV11,http://dassby.qqff.top:99/live/CCTV11/index.m3u8
CCTV11,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000006000040011&livemode=1&stbId=yu&mode=1
CCTV11,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000031106&livemode=1&stbId=yu&mode=1
CCTV11,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000002000019789&livemode=1&stbId=yu&mode=1
CCTV11,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265011&livemode=1&stbId=yu&mode=1
CCTV12,http://39.134.67.108/PLTV/88888888/224/3221225669/1.m3u8
CCTV12,http://39.134.65.175/PLTV/88888888/224/3221225669/1.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV12,http://39.170.52.236:808/hls/12/index.m3u8
CCTV12,http://114.104.171.233:20080/hls/12/index.m3u8
CCTV12,http://36.32.174.67:60080/newlive/live/hls/15/live.m3u8
CCTV12,http://dassby.qqff.top:99/live/CCTV12高清/index.m3u8
CCTV12,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000006000040012&livemode=1&stbId=yu&mode=1
CCTV12,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000031107&livemode=1&stbId=yu&mode=1
CCTV12,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6000000001000022586&livemode=1&stbId=yu&mode=1
CCTV12,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000001640&livemode=1&stbId=yu&mode=1
CCTV12,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000032494&livemode=1&stbId=yu&mode=1
CCTV12,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265012&livemode=1&stbId=yu&mode=1
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221225812/1.m3u8
CCTV13,http://39.134.65.175/PLTV/88888888/224/3221225812/1.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8
CCTV13,http://39.170.52.236:808/hls/13/index.m3u8
CCTV13,http://114.104.171.233:20080/hls/50/index.m3u8
CCTV13,http://36.32.174.67:60080/newlive/live/hls/16/live.m3u8
CCTV13,http://dassby.qqff.top:99/live/CCTV13/index.m3u8
CCTV13,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000005000001827&livemode=1&stbId=yu&mode=1
CCTV13,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000031108&livemode=1&stbId=yu&mode=1
CCTV13,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000002000021303&livemode=1&stbId=yu&mode=1
CCTV13,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265101&livemode=1&stbId=yu&mode=1
CCTV14,http://39.134.67.108/PLTV/88888888/224/3221225674/1.m3u8
CCTV14,http://39.134.65.175/PLTV/88888888/224/3221225674/1.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV14,http://39.170.52.236:808/hls/14/index.m3u8
CCTV14,http://114.104.171.233:20080/hls/13/index.m3u8
CCTV14,http://dassby.qqff.top:99/live/CCTV14高清/index.m3u8
CCTV14,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000004000006673&livemode=1&stbId=yu&mode=1
CCTV14,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000010000023358&livemode=1&stbId=yu&mode=1
CCTV14,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6000000001000013647&livemode=1&stbId=yu&mode=1
CCTV14,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000008170&livemode=1&stbId=yu&mode=1
CCTV14,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000021349&livemode=1&stbId=yu&mode=1
CCTV14,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265013&livemode=1&stbId=yu&mode=1
CCTV15,http://39.134.67.108/PLTV/88888888/224/3221225513/1.m3u8
CCTV15,http://39.134.65.175/PLTV/88888888/224/3221225513/1.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV15,http://39.170.52.236:808/hls/15/index.m3u8
CCTV15,http://36.32.174.67:60080/newlive/live/hls/18/live.m3u8
CCTV15,http://dassby.qqff.top:99/live/CCTV15/index.m3u8
CCTV15,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000005000018417&livemode=1&stbId=yu&mode=1
CCTV15,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000031109&livemode=1&stbId=yu&mode=1
CCTV15,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000002000008163&livemode=1&stbId=yu&mode=1
CCTV15,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265014&livemode=1&stbId=yu&mode=1
CCTV16,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8
CCTV16,http://39.134.65.173/PLTV/88888888/224/3221225893/1.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV16,http://39.170.52.236:808/hls/16/index.m3u8
CCTV16,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000008000023253&livemode=1&stbId=yu&mode=1
CCTV16,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000233001&livemode=1&stbId=yu&mode=1
CCTV16,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000233002&livemode=1&stbId=yu&mode=1
CCTV16 4K,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000008000023254&livemode=1&stbId=yu&mode=1
CCTV17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8
CCTV17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV17,http://39.170.52.236:808/hls/17/index.m3u8
CCTV17,http://dassby.qqff.top:99/live/CCTV17/index.m3u8
CCTV17,CCTV17,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288014&livemode=1&stbId=yu&mode=1
CCTV17,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000056836&livemode=1&stbId=yu&mode=1
CCTV17,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000265015&livemode=1&stbId=yu&mode=1
CCTV17,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000268004&livemode=1&stbId=yu&mode=1
CCTV17,
CCTV17,
CCTV17,
CCTV17,
CCTV17,
CCTV4K
CCTV8K
世界地理,http://nas.hssvm.com:8888/udp/225.1.2.171:5002
风云剧场,http://nas.hssvm.com:8888/udp/225.1.2.174:5002
风云剧场,http://dassby.qqff.top:99/live/风云剧场/index.m3u8
风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8
风云足球,http://58.220.211.90:352/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://180.213.174.225:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://58.19.38.162:9901/tsfile/live/1001_1.m3u8
风云足球,http://58.210.168.86:10800/newlive/live/hls/47/live.m3u8
风云足球,http://183.237.95.108:9901/tsfile/live/1067_1.m3u8?key=txiptv&playlive=0&authid=0
风云足球,http://120.238.94.10:9901/tsfile/live/1087_1.m3u8
风云足球,http://nas.hssvm.com:8888/udp/225.1.2.168:5002
风云足球,
风云足球,
风云足球,
风云足球,
风云足球,
风云足球,
央视台球,http://nas.hssvm.com:8888/udp/225.1.2.170:5002
央视台球,http://dassby.qqff.top:99/live/央视台球/index.m3u8
风云音乐,http://nas.hssvm.com:8888/udp/225.1.2.176:5002
风云音乐,http://dassby.qqff.top:99/live/风云音乐/index.m3u8
兵器科技,http://nas.hssvm.com:8888/udp/225.1.2.166:5002
女性时尚,http://nas.hssvm.com:8888/udp/225.1.2.172:5002
女性时尚,http://dassby.qqff.top:99/live/女性时尚/index.m3u8
电视指南,http://nas.hssvm.com:8888/udp/225.1.2.167:5002
第一剧场,http://nas.hssvm.com:8888/udp/225.1.2.175:5002
第一剧场,http://dassby.qqff.top:99/live/第一剧场/index.m3u8
怀旧剧场,http://nas.hssvm.com:8888/udp/225.1.2.173:5002
怀旧剧场,http://dassby.qqff.top:99/live/怀旧剧场/index.m3u8
高尔夫网球,http://nas.hssvm.com:8888/udp/225.1.2.169:5002
高尔夫网球,http://dassby.qqff.top:99/live/高尔夫网球/index.m3u8
央视文化精品,http://bxny.667789.cn:88/hls/128/index.m3u8
央视文化精品,http://nas.hssvm.com:8888/udp/225.1.2.177:5002
老故事
发现之旅
中学生
卫视频道,#genre#
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8
安徽卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226391
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
安徽卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000001000027288&livemode=1&stbId=yu&mode=1
安徽卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000004000023002&livemode=1&stbId=yu&mode=1
安徽卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6000000001000009954&livemode=1&stbId=yu&mode=1
